,county,lead,state,totalpop,men,women,hispanic,white,black,native,asian,pacific,citizen,income,incomeerr,incomepercap,incomepercaperr,poverty,childpoverty,professional,service,office,construction,production,drive,carpool,transit,walk,othertransp,workathome,meancommute,employed,privatework,publicwork,selfemployed,familywork,unemployment
16415,Lincoln,Donald Trump,NV,5194.0,2854.0,2340.0,7.1,84.2,2.9,3.9,0.1,0.0,3877.0,44866.0,7245.0,23924.0,7154.0,13.1,20.1,35.9,31.1,15.9,14.6,2.4,73.1,12.0,0.0,8.3,0.0,6.6,20.1,1714.0,50.1,43.1,6.6,0.3,11.8
16421,Todd,Hillary Clinton,SD,9942.0,4862.0,5080.0,3.7,10.0,0.3,74.4,0.6,0.0,5915.0,31128.0,4700.0,11616.0,931.0,46.4,56.0,35.5,25.0,22.0,10.5,7.1,58.3,18.0,1.0,6.0,5.0,11.7,16.5,2901.0,34.4,55.0,9.8,0.8,25.4
16425,Jim Hogg,Hillary Clinton,TX,5239.0,2651.0,2588.0,91.9,6.6,1.2,0.0,0.0,0.0,3582.0,35521.0,5606.0,17122.0,2069.0,17.5,15.3,24.7,19.7,15.3,19.2,21.1,71.5,22.6,1.1,3.8,0.0,1.0,32.4,1786.0,56.8,30.7,11.7,0.8,16.5
16429,LaMoure,Donald Trump,ND,4113.0,2149.0,1964.0,0.8,97.9,0.1,0.2,0.0,0.0,3257.0,54821.0,3174.0,34471.0,2691.0,9.5,9.1,37.0,14.0,19.7,15.3,14.0,70.1,6.1,0.0,10.4,1.1,12.3,17.9,2073.0,63.6,14.1,20.4,1.9,1.9
16435,Baca,Donald Trump,CO,3701.0,1776.0,1925.0,9.8,86.5,1.1,1.2,0.1,0.1,2859.0,38000.0,3517.0,21361.0,1373.0,20.5,32.7,38.0,20.2,15.2,17.6,9.0,69.0,10.1,0.0,10.1,1.9,8.9,14.6,1702.0,52.1,29.1,17.2,1.6,4.5
16457,Wheeler,Donald Trump,GA,7956.0,5402.0,2554.0,2.2,56.5,41.0,0.1,0.0,0.0,6703.0,27620.0,5034.0,8292.0,1223.0,27.2,37.0,25.9,20.1,18.9,15.8,19.3,92.6,2.3,0.0,2.6,0.7,1.9,23.9,1339.0,64.3,27.6,8.1,0.0,10.0
16460,Gregory,Donald Trump,SD,4226.0,2153.0,2073.0,0.8,88.4,0.0,7.1,1.1,0.0,3257.0,37540.0,3223.0,24035.0,1578.0,18.4,26.7,37.1,18.1,21.4,14.3,9.0,70.9,11.1,0.0,6.8,1.4,9.8,14.9,2007.0,63.1,17.6,18.6,0.7,2.1
16464,Childress,Donald Trump,TX,7059.0,4050.0,3009.0,20.5,64.3,9.6,1.0,1.3,2.1,5512.0,36633.0,8958.0,19861.0,2691.0,20.2,28.8,34.2,21.9,18.2,8.7,17.1,89.9,8.2,0.0,1.3,0.0,0.6,11.7,2600.0,62.0,31.7,6.1,0.2,5.2
16468,Adams,Donald Trump,IA,3892.0,1942.0,1950.0,0.8,97.0,0.7,0.0,0.3,0.0,3061.0,48043.0,5022.0,26428.0,1484.0,10.2,9.5,36.3,12.8,18.8,11.2,20.9,76.8,11.4,0.7,2.7,0.9,7.5,20.6,1994.0,72.9,12.8,13.9,0.4,3.2
16478,Sweet Grass,Donald Trump,MT,3633.0,1772.0,1861.0,1.8,94.3,0.2,0.0,0.7,0.0,2726.0,50588.0,7042.0,25522.0,2348.0,12.7,18.7,31.2,15.2,18.3,26.0,9.3,64.4,8.9,5.4,7.7,2.3,11.4,19.7,1613.0,67.6,16.7,13.6,2.0,0.9
16483,Deuel,Donald Trump,SD,4341.0,2251.0,2090.0,3.0,96.0,0.7,0.0,0.0,0.0,3295.0,53152.0,4607.0,30511.0,3205.0,7.7,7.3,35.2,12.3,20.1,15.2,17.1,74.3,11.2,0.0,1.7,0.5,12.2,18.1,2317.0,71.8,11.9,16.3,0.0,3.1
16487,Mahnomen,Donald Trump,MN,5496.0,2772.0,2724.0,2.9,47.8,0.5,39.2,0.4,0.4,3796.0,41118.0,1682.0,19743.0,688.0,24.9,37.8,26.8,31.5,18.7,13.1,9.9,75.4,12.5,2.0,4.9,0.7,4.5,20.7,2222.0,59.2,32.4,8.2,0.2,9.2
16496,Oneida,Donald Trump,ID,4245.0,2183.0,2062.0,3.5,94.4,0.0,0.1,0.0,0.0,3013.0,41338.0,2699.0,20089.0,1791.0,14.6,23.7,28.3,15.8,18.2,20.2,17.5,76.8,13.8,0.0,2.8,1.0,5.6,24.2,1749.0,68.1,22.4,8.2,1.3,6.7
16504,Stewart,Hillary Clinton,GA,5868.0,3564.0,2304.0,21.8,27.4,48.7,0.0,1.7,0.0,3500.0,21118.0,2214.0,13721.0,1242.0,38.4,61.6,30.0,20.8,20.6,9.9,18.7,83.2,11.3,0.0,3.4,0.0,2.1,28.5,1485.0,66.1,29.8,4.0,0.0,14.5
16507,Mason,Donald Trump,TX,4066.0,2196.0,1870.0,24.6,71.8,0.0,0.5,3.1,0.0,3034.0,37654.0,2989.0,25585.0,2613.0,14.3,21.4,23.4,22.2,19.4,25.9,9.1,73.3,15.7,0.0,3.9,1.7,5.3,20.3,2018.0,66.0,11.6,21.8,0.6,6.8
16511,Johnson,Donald Trump,NE,5167.0,3070.0,2097.0,9.9,81.3,6.7,0.4,0.8,0.0,4030.0,45429.0,4265.0,21488.0,2064.0,11.8,15.2,31.9,22.3,18.9,12.4,14.5,78.3,10.7,0.4,3.1,1.0,6.4,22.8,2053.0,60.5,24.9,14.5,0.1,3.6
16515,La Salle,Hillary Clinton,TX,7191.0,4021.0,3170.0,83.2,15.3,0.9,0.0,0.0,0.0,4589.0,37292.0,7064.0,22127.0,7153.0,15.6,29.0,25.1,13.8,19.0,24.0,18.1,80.7,10.4,0.0,3.9,2.7,2.4,20.8,2307.0,78.2,14.0,7.8,0.0,8.1
16519,Catron,Donald Trump,NM,3583.0,1904.0,1679.0,17.6,79.9,0.7,0.5,0.3,0.0,2899.0,42973.0,5065.0,20685.0,2724.0,17.2,18.1,34.3,14.8,22.7,25.5,2.7,70.3,5.9,0.0,8.1,1.1,14.7,16.0,1049.0,50.3,39.7,8.3,1.7,4.6
16527,Thurston,Donald Trump,NE,6946.0,3430.0,3516.0,4.3,38.5,0.1,55.1,0.6,0.1,4414.0,41266.0,1617.0,18529.0,1224.0,30.6,41.6,35.0,19.5,20.1,12.1,13.3,72.5,11.4,1.8,7.1,1.8,5.5,16.2,2483.0,52.4,37.8,9.8,0.0,14.4
16531,Toole,Donald Trump,MT,5150.0,2939.0,2211.0,3.1,88.3,0.2,5.0,2.2,0.2,4126.0,44804.0,6604.0,22101.0,1944.0,19.2,28.7,29.7,25.3,19.2,13.5,12.3,70.5,7.4,0.0,14.1,0.9,7.1,14.3,2308.0,69.2,17.8,9.8,3.2,3.1
16536,Cameron,Donald Trump,PA,4869.0,2426.0,2443.0,0.7,97.3,0.6,0.2,0.1,0.0,3989.0,39897.0,2691.0,25240.0,2128.0,13.0,22.9,23.6,15.2,18.6,11.3,31.3,78.5,11.6,0.0,6.5,1.0,2.4,15.9,2254.0,80.8,13.2,5.6,0.4,4.5
16541,Calhoun,Hillary Clinton,GA,6489.0,3892.0,2597.0,4.6,32.9,60.9,0.2,0.6,0.0,5077.0,25513.0,3419.0,14242.0,4335.0,41.6,51.7,21.6,30.1,19.7,14.4,14.2,54.0,9.3,2.8,24.5,0.8,8.6,18.3,2036.0,53.2,42.3,4.4,0.1,7.7
16544,Pierce,Donald Trump,ND,4395.0,2220.0,2175.0,1.1,95.7,0.5,1.9,0.0,0.0,3528.0,42563.0,5653.0,25029.0,1613.0,16.5,25.3,32.2,18.9,20.1,18.4,10.3,78.2,5.9,2.6,8.2,0.2,4.9,14.0,2194.0,72.4,8.9,18.4,0.3,0.9
16550,Smith,Donald Trump,KS,3740.0,1835.0,1905.0,1.9,95.7,0.4,0.0,0.2,0.0,2973.0,43848.0,2126.0,27315.0,2566.0,14.8,22.3,37.4,16.8,19.3,15.0,11.4,76.1,8.7,0.0,6.6,1.1,7.6,14.8,1836.0,63.9,19.8,15.5,0.8,3.2
16554,Gray,Donald Trump,KS,6065.0,2985.0,3080.0,14.7,84.7,0.0,0.0,0.1,0.0,3958.0,61000.0,2948.0,26131.0,1153.0,10.0,13.8,33.9,16.8,19.2,17.4,12.8,79.3,8.2,0.0,5.6,1.6,5.4,15.6,3183.0,71.2,13.6,14.3,0.9,2.9
16558,Hanson,Donald Trump,SD,3386.0,1727.0,1659.0,1.0,92.8,3.5,1.9,0.2,0.4,2281.0,60741.0,4576.0,23656.0,2428.0,12.0,10.1,37.8,15.5,17.7,15.6,13.3,72.7,11.0,0.1,5.1,3.1,7.9,17.1,1673.0,73.4,15.0,11.4,0.2,1.1
16562,Mineral,Donald Trump,NV,4566.0,2433.0,2133.0,12.4,62.3,1.3,16.7,4.1,0.0,3626.0,38923.0,10131.0,24146.0,2473.0,20.2,37.5,24.0,22.2,24.0,13.8,16.1,73.2,6.2,1.1,10.4,2.8,6.3,12.8,1856.0,57.9,38.4,3.6,0.2,15.4
16568,Lynn,Donald Trump,TX,5764.0,2902.0,2862.0,47.3,49.3,1.2,1.5,0.2,0.1,3959.0,39526.0,3833.0,23341.0,2239.0,19.3,31.9,29.4,16.5,25.6,19.5,9.0,78.2,13.5,0.1,3.7,0.0,4.5,20.1,2409.0,65.9,21.7,12.5,0.0,10.9
16572,Castro,Donald Trump,TX,7948.0,4053.0,3895.0,62.1,34.8,0.6,0.1,0.3,0.0,4420.0,39459.0,3380.0,21068.0,4374.0,17.1,23.7,23.7,15.0,21.0,21.4,18.8,80.0,12.2,0.6,2.2,1.2,3.8,15.2,3316.0,73.5,14.5,10.8,1.2,4.7
16576,Mineral,Donald Trump,MT,4238.0,2133.0,2105.0,1.6,97.3,0.1,0.5,0.2,0.0,3464.0,36031.0,4563.0,20691.0,2204.0,17.2,33.2,28.0,22.3,24.6,10.0,15.1,77.0,13.8,0.0,4.2,1.4,3.6,23.1,1527.0,78.5,13.6,8.0,0.0,11.8
16581,Pershing,Donald Trump,NV,6722.0,4455.0,2267.0,23.1,66.8,4.7,3.4,0.2,0.6,5088.0,45230.0,4919.0,17332.0,1473.0,17.5,27.6,32.4,17.1,16.9,27.9,5.7,69.5,12.8,0.0,15.1,0.0,2.5,19.6,2101.0,69.3,26.7,4.0,0.0,9.5
16587,Sargent,Donald Trump,ND,3874.0,2038.0,1836.0,2.6,94.6,1.1,0.6,0.6,0.0,3016.0,57125.0,2479.0,32280.0,1699.0,5.8,5.5,31.0,10.0,16.6,14.1,28.3,69.1,11.6,0.0,7.7,2.6,9.0,14.2,2078.0,73.9,13.3,11.6,1.1,1.2
16593,Lake,Donald Trump,TN,7687.0,4937.0,2750.0,3.8,67.7,26.4,0.3,0.3,0.0,6334.0,30086.0,2604.0,12810.0,1326.0,27.0,40.9,25.7,29.2,18.2,12.0,15.0,85.4,6.3,0.0,5.5,0.5,2.3,18.1,1840.0,63.1,29.9,6.4,0.5,10.1
16600,Cavalier,Donald Trump,ND,3890.0,1959.0,1931.0,0.0,96.2,0.1,1.2,0.3,0.0,3096.0,66806.0,7449.0,38721.0,3564.0,4.8,2.2,43.5,8.4,20.4,14.6,13.0,78.3,7.7,0.1,4.4,1.1,8.5,13.0,1968.0,64.6,16.0,19.0,0.5,0.8
16606,Columbia,Donald Trump,WA,3989.0,2005.0,1984.0,6.4,88.5,0.4,0.5,0.6,0.9,3113.0,38581.0,4984.0,24400.0,2732.0,17.6,21.9,34.9,27.3,16.3,13.0,8.5,68.9,8.4,2.0,9.1,3.6,7.9,19.6,1557.0,58.0,28.8,12.7,0.4,10.4
16613,Scotland,Donald Trump,MO,4873.0,2422.0,2451.0,1.1,97.7,0.9,0.0,0.0,0.0,3471.0,39772.0,3209.0,20859.0,2122.0,15.6,19.6,29.6,18.7,17.8,17.6,16.3,69.4,11.3,0.0,1.7,3.3,14.3,22.7,2193.0,69.7,13.1,16.5,0.7,4.0
16618,Emmons,Donald Trump,ND,3463.0,1738.0,1725.0,0.1,96.8,0.0,0.3,0.5,0.0,2713.0,44051.0,1892.0,29367.0,3069.0,11.3,6.3,39.2,16.2,20.3,17.4,6.9,66.5,2.3,0.0,11.0,2.1,18.1,16.5,1583.0,58.2,17.8,22.8,1.2,3.6
16624,Floyd,Donald Trump,TX,6178.0,3020.0,3158.0,55.8,40.0,2.6,0.1,0.1,0.0,4102.0,41026.0,4376.0,22195.0,2095.0,22.4,38.5,29.4,15.8,18.4,22.9,13.5,81.9,9.4,0.0,2.2,0.7,5.9,15.0,2600.0,73.8,16.8,9.2,0.1,8.0
16628,Marshall,Donald Trump,SD,4701.0,2443.0,2258.0,4.8,83.4,0.6,9.0,0.0,0.0,3498.0,51788.0,2505.0,25161.0,2298.0,15.1,16.3,34.8,12.3,21.6,16.5,14.8,69.1,16.9,0.0,7.6,0.6,5.7,15.5,2394.0,67.7,18.0,14.2,0.2,0.7
16632,Hansford,Donald Trump,TX,5559.0,2787.0,2772.0,45.2,53.7,0.1,0.3,0.4,0.0,3141.0,44219.0,6188.0,22867.0,2058.0,17.1,25.0,28.9,13.6,18.0,20.7,18.8,83.6,10.4,0.0,0.9,3.0,2.1,14.8,2629.0,71.0,18.6,10.2,0.2,2.3
16636,Hartley,Donald Trump,TX,6121.0,3771.0,2350.0,25.6,63.6,8.4,0.0,0.1,0.0,4367.0,63004.0,4591.0,21740.0,2340.0,6.4,9.3,38.6,15.4,21.0,17.7,7.3,82.4,8.3,0.0,2.7,1.2,5.4,12.7,2290.0,72.1,15.1,12.4,0.4,2.1
16640,Kimble,Donald Trump,TX,4486.0,2239.0,2247.0,24.3,74.8,0.0,0.2,0.0,0.0,3591.0,40125.0,6143.0,26749.0,5548.0,20.6,30.2,29.5,17.1,26.5,16.3,10.7,73.4,19.8,0.0,1.6,2.3,3.0,17.7,2129.0,68.3,18.0,13.1,0.6,7.6
16644,Benson,Donald Trump,ND,6794.0,3497.0,3297.0,2.2,42.1,0.0,54.5,0.1,0.1,4470.0,41296.0,1869.0,20697.0,1540.0,33.5,47.8,38.1,20.2,15.0,11.9,14.8,75.1,8.2,0.5,5.1,1.1,10.0,17.6,2461.0,59.2,27.5,13.0,0.3,6.1
16650,Schuyler,Donald Trump,MO,4395.0,2135.0,2260.0,0.8,97.6,0.3,0.1,0.3,0.5,3201.0,37500.0,3596.0,19650.0,1557.0,21.2,33.7,30.5,13.0,23.5,15.4,17.6,77.8,13.4,0.0,1.3,1.5,6.0,26.9,1891.0,68.1,17.7,13.6,0.5,7.4
16655,Sharkey,Hillary Clinton,MS,4805.0,2139.0,2666.0,0.6,27.7,71.3,0.0,0.4,0.0,3566.0,30525.0,4079.0,15993.0,1369.0,29.3,33.9,36.4,27.4,21.3,11.6,3.3,82.3,13.6,1.7,1.7,0.3,0.4,20.0,1678.0,71.7,23.5,4.7,0.1,22.1
16662,Edmunds,Donald Trump,SD,4018.0,1978.0,2040.0,1.3,96.7,0.1,1.3,0.4,0.0,3028.0,56000.0,8993.0,27487.0,3381.0,12.3,4.1,39.1,11.0,25.7,13.1,11.2,72.8,9.1,0.3,6.2,1.8,9.7,16.9,2070.0,73.1,11.8,14.7,0.4,1.8
16666,Schley,Donald Trump,GA,5074.0,2517.0,2557.0,4.5,71.0,23.9,0.0,0.2,0.0,3560.0,39375.0,3458.0,19858.0,2221.0,23.4,33.3,28.4,14.3,23.4,13.8,20.1,81.5,14.3,0.3,1.7,1.5,0.8,26.8,1964.0,70.9,23.6,5.5,0.0,12.4
16669,Greer,Donald Trump,OK,6117.0,3570.0,2547.0,10.7,76.3,7.1,3.3,0.0,0.0,4929.0,40125.0,4244.0,19552.0,2294.0,14.6,16.8,31.8,22.7,20.5,14.0,11.0,82.5,8.6,0.0,2.4,1.8,4.8,26.1,2344.0,61.9,27.0,10.8,0.4,4.4
16672,Bent,Donald Trump,CO,5895.0,4046.0,1849.0,31.3,55.8,9.2,2.4,0.7,0.0,4627.0,36791.0,5397.0,13544.0,3892.0,25.6,36.8,35.5,26.7,12.4,18.4,7.0,78.0,8.9,0.0,3.7,1.3,8.1,17.9,1212.0,46.0,38.4,15.3,0.2,8.3
16694,Stafford,Donald Trump,KS,4320.0,2161.0,2159.0,12.9,84.3,1.0,0.2,0.4,0.0,3125.0,47377.0,3697.0,25476.0,1979.0,16.1,25.0,36.6,19.0,19.9,14.8,9.7,70.1,14.3,0.0,5.2,3.4,6.9,17.8,2108.0,63.1,22.7,13.5,0.7,2.6
16698,Winkler,Donald Trump,TX,7576.0,3808.0,3768.0,56.9,39.5,2.6,0.0,0.4,0.0,4611.0,55756.0,7889.0,22656.0,1756.0,13.9,17.9,20.6,16.2,19.2,24.4,19.7,84.3,9.6,0.1,1.9,1.6,2.4,21.9,3271.0,77.6,16.8,5.5,0.1,2.5
16702,Red Lake,Donald Trump,MN,4061.0,2067.0,1994.0,3.0,93.1,0.6,1.5,0.2,0.0,3041.0,50332.0,2974.0,25183.0,1261.0,10.7,11.9,29.0,13.6,26.2,13.9,17.4,78.3,10.9,0.2,4.0,0.5,6.0,22.1,2079.0,77.2,13.5,9.0,0.3,3.5
16711,Knox,Donald Trump,MO,4035.0,2016.0,2019.0,1.1,96.5,0.6,0.0,0.0,0.6,3025.0,38289.0,2164.0,22397.0,2033.0,20.9,30.7,30.8,16.6,21.5,16.9,14.3,69.6,10.8,1.0,5.5,1.8,11.3,23.3,1709.0,69.6,11.9,17.7,0.8,7.4
16716,Hidalgo,Donald Trump,NM,4643.0,2313.0,2330.0,56.7,42.1,0.3,0.4,0.0,0.0,3333.0,34444.0,4574.0,18871.0,1700.0,23.3,38.3,24.5,26.9,20.8,18.4,9.3,78.6,10.8,0.1,3.8,1.0,5.9,20.0,1867.0,69.0,26.1,4.2,0.7,12.2
16724,Stevens,Donald Trump,KS,5772.0,2920.0,2852.0,34.4,63.0,0.6,0.5,0.3,0.1,3262.0,55433.0,6296.0,24827.0,2929.0,18.2,28.2,29.3,13.0,20.0,20.8,16.8,76.3,13.0,0.0,2.8,0.6,7.3,16.0,2696.0,72.5,13.2,13.3,1.0,3.0
16728,Chase,Donald Trump,NE,3897.0,1892.0,2005.0,11.0,87.4,0.0,0.0,0.0,0.0,2761.0,52422.0,5371.0,29905.0,4520.0,8.9,14.3,39.2,10.1,23.8,17.5,9.5,76.0,4.9,0.0,4.8,2.7,11.5,12.2,2073.0,66.3,13.7,18.7,1.3,0.7
16732,Chautauqua,Donald Trump,KS,3520.0,1804.0,1716.0,1.6,87.5,0.6,5.3,0.0,0.0,2789.0,37993.0,4214.0,23584.0,2005.0,16.8,27.7,29.7,17.2,15.2,20.7,17.2,79.3,9.2,0.1,6.3,0.9,4.2,21.2,1510.0,69.9,18.6,11.1,0.3,5.1
16736,Sheridan,Donald Trump,MT,3630.0,1837.0,1793.0,1.8,92.3,0.1,1.8,0.2,0.0,2837.0,50664.0,8352.0,30814.0,2591.0,10.5,11.8,36.6,19.6,24.8,12.6,6.3,72.7,13.4,0.2,7.4,0.3,6.0,12.9,1904.0,62.4,17.4,19.0,1.2,2.7
16741,Ellis,Donald Trump,OK,4121.0,2051.0,2070.0,7.1,88.4,0.0,0.7,0.5,0.0,3087.0,50855.0,4088.0,28417.0,2051.0,14.5,18.7,35.9,8.9,21.9,19.0,14.3,84.9,6.3,0.4,2.9,0.6,4.9,21.3,1824.0,66.5,20.8,11.5,1.2,5.0
16744,Costilla,Hillary Clinton,CO,3581.0,1866.0,1715.0,64.4,32.1,0.0,0.0,0.8,0.0,2728.0,31321.0,5677.0,21809.0,2911.0,23.7,40.4,23.3,23.1,21.5,21.2,10.9,79.0,8.7,1.3,5.1,0.0,5.9,20.0,1240.0,63.8,21.7,14.0,0.5,14.0
16766,Hand,Donald Trump,SD,3375.0,1708.0,1667.0,1.4,97.4,0.0,0.1,0.3,0.0,2672.0,47163.0,5138.0,29723.0,2284.0,8.2,11.1,36.9,15.3,21.5,18.8,7.5,73.4,6.6,0.6,5.4,0.4,13.6,14.2,1768.0,71.0,12.3,16.6,0.2,1.7
16770,Guadalupe,Hillary Clinton,NM,4526.0,2620.0,1906.0,77.3,17.8,1.6,2.3,0.0,0.0,3559.0,30772.0,3449.0,16820.0,2055.0,14.1,20.4,33.8,21.8,30.1,6.9,7.3,82.9,9.3,0.0,3.1,2.1,2.6,16.8,1301.0,56.7,38.4,4.3,0.5,1.2
16778,Sierra,Donald Trump,CA,3021.0,1505.0,1516.0,8.9,88.0,0.1,0.9,0.0,0.5,2493.0,42833.0,8464.0,29986.0,5447.0,14.6,22.7,33.9,11.8,18.2,17.8,18.3,71.1,8.8,0.0,4.2,3.8,12.1,28.2,1110.0,45.0,42.3,9.7,3.1,8.0
16783,Traverse,Donald Trump,MN,3429.0,1698.0,1731.0,2.0,91.5,0.5,3.4,0.0,0.0,2700.0,49186.0,2915.0,29120.0,1332.0,10.2,14.3,42.0,18.4,18.9,11.6,9.1,75.8,8.3,0.1,4.3,1.2,10.2,16.0,1623.0,66.3,15.5,18.0,0.2,2.9
16792,Bailey,Donald Trump,TX,7126.0,3692.0,3434.0,60.1,37.5,1.9,0.1,0.4,0.1,3936.0,37397.0,8652.0,17007.0,2385.0,19.0,25.8,23.2,22.4,20.6,20.7,13.2,77.3,6.5,0.0,3.3,7.7,5.3,19.6,3191.0,75.3,19.1,5.6,0.0,4.3
16796,Bowman,Donald Trump,ND,3221.0,1560.0,1661.0,4.4,93.5,0.1,1.2,0.0,0.0,2437.0,66845.0,7320.0,34414.0,2481.0,7.4,5.1,31.8,17.1,19.2,23.1,8.8,81.1,8.2,0.0,4.4,1.4,4.8,15.5,1721.0,71.6,16.6,11.4,0.3,1.8
16802,Granite,Donald Trump,MT,3168.0,1626.0,1542.0,1.9,96.9,0.1,0.2,0.0,0.0,2610.0,48512.0,6368.0,27136.0,2617.0,14.9,39.1,37.7,19.0,17.5,16.3,9.6,66.1,12.4,0.0,9.0,1.1,11.5,25.7,1265.0,64.0,22.7,12.6,0.7,7.2
16807,Haskell,Donald Trump,TX,5853.0,3342.0,2511.0,25.2,68.6,3.3,0.3,1.0,0.0,3995.0,39850.0,6568.0,22140.0,2299.0,20.5,35.1,30.8,24.3,16.2,15.4,13.3,83.1,10.3,0.0,0.9,2.4,3.3,15.9,2227.0,62.4,22.5,15.0,0.2,6.9
16811,Terry,Donald Trump,TX,12687.0,6835.0,5852.0,52.3,42.2,4.7,0.3,0.1,0.0,8690.0,37475.0,3195.0,21705.0,4416.0,15.3,17.9,32.1,20.1,16.6,17.8,13.4,77.6,16.9,0.0,1.0,1.7,2.8,18.5,4767.0,70.2,19.7,9.8,0.3,6.5
16815,Owsley,Donald Trump,KY,4616.0,2156.0,2460.0,0.5,95.6,1.1,0.2,0.9,0.0,3635.0,20985.0,3161.0,15158.0,1576.0,37.9,40.2,33.0,25.3,18.7,15.4,7.7,83.4,8.2,0.0,1.8,3.4,3.1,21.0,1211.0,53.2,35.5,11.3,0.0,8.8
16821,Roger Mills,Donald Trump,OK,3780.0,1888.0,1892.0,6.5,84.9,0.1,1.8,0.0,0.1,2770.0,50739.0,4298.0,26257.0,1489.0,14.5,20.9,28.9,12.6,27.4,17.7,13.4,77.1,8.5,0.1,3.7,0.6,9.9,24.2,1698.0,59.1,26.6,11.7,2.5,0.8
16824,Martin,Donald Trump,TX,5252.0,2624.0,2628.0,45.6,51.2,2.3,0.6,0.0,0.2,3355.0,55682.0,14419.0,26130.0,3258.0,13.3,17.1,25.6,18.3,19.5,23.9,12.6,74.9,15.3,0.0,3.5,1.9,4.4,17.8,2342.0,77.0,12.9,10.1,0.0,3.5
16828,Osborne,Donald Trump,KS,3782.0,1874.0,1908.0,1.6,96.2,0.4,0.3,1.1,0.0,2957.0,40216.0,3678.0,27132.0,2276.0,15.4,27.4,40.0,15.0,18.6,10.8,15.6,81.8,7.0,0.0,4.5,1.4,5.4,14.7,1884.0,63.4,20.1,14.6,1.9,4.0
16832,Lincoln,Donald Trump,ID,5260.0,2676.0,2584.0,29.6,67.5,0.0,1.5,0.2,0.0,3166.0,43273.0,2766.0,17204.0,1169.0,13.6,19.1,20.8,19.9,18.1,20.9,20.3,70.9,14.3,1.3,3.4,3.8,6.4,31.5,2212.0,76.8,13.2,9.8,0.2,6.0
16840,Mercer,Donald Trump,MO,3718.0,1856.0,1862.0,1.0,96.7,0.7,0.1,0.6,0.1,2782.0,40768.0,3279.0,20404.0,1547.0,16.0,22.1,30.2,14.6,20.4,13.8,21.1,78.3,6.6,0.9,6.4,1.1,6.7,20.2,1657.0,66.6,18.3,14.5,0.5,4.6
16845,Fisher,Donald Trump,TX,3858.0,1826.0,2032.0,31.0,64.5,3.2,0.0,0.5,0.2,3000.0,41406.0,2956.0,26855.0,3978.0,17.5,19.0,28.9,19.8,22.4,17.6,11.3,82.5,10.4,0.0,4.0,0.8,2.3,19.7,1767.0,72.0,18.1,9.4,0.5,7.2
16849,Crosby,Donald Trump,TX,6007.0,2926.0,3081.0,53.9,41.3,3.7,0.0,0.0,0.3,4158.0,37434.0,2321.0,18692.0,1615.0,22.9,33.9,28.9,19.6,20.0,22.6,9.0,83.4,8.6,0.0,2.8,3.8,1.4,21.8,2478.0,72.7,17.3,9.4,0.6,10.0
16853,Dewey,Hillary Clinton,SD,5579.0,2718.0,2861.0,0.9,21.7,0.0,75.6,0.0,0.0,3644.0,37206.0,2865.0,16216.0,1229.0,27.8,33.7,42.4,20.1,17.4,13.7,6.5,73.1,3.1,1.9,5.2,1.6,15.2,16.3,1900.0,34.9,49.2,14.7,1.2,24.6
16857,Tyrrell,Donald Trump,NC,4152.0,2413.0,1739.0,9.7,56.2,30.4,0.2,2.8,0.2,3230.0,32361.0,3395.0,16268.0,2468.0,21.8,31.2,13.5,23.7,22.3,23.4,17.1,75.8,12.4,0.0,10.0,0.0,1.8,24.4,1350.0,75.6,19.3,5.2,0.0,14.1
16860,Foster,Donald Trump,ND,3366.0,1674.0,1692.0,1.2,96.5,0.1,0.8,0.7,0.0,2635.0,55769.0,6819.0,29710.0,1652.0,9.6,12.3,31.6,15.8,21.6,13.5,17.4,82.0,6.4,0.0,5.6,1.0,5.0,13.7,1786.0,69.6,12.9,16.3,1.1,1.3
16866,Union,Donald Trump,NM,4339.0,2422.0,1917.0,40.8,54.1,2.7,1.2,0.2,0.0,3316.0,36070.0,2676.0,21705.0,3733.0,13.4,15.7,39.6,24.2,13.9,13.0,9.2,78.0,13.9,1.2,1.4,2.1,3.5,14.3,1692.0,67.3,25.7,6.6,0.4,2.1
16874,Nelson,Donald Trump,ND,3048.0,1572.0,1476.0,1.9,94.6,1.4,1.3,0.0,0.0,2500.0,51085.0,2760.0,32259.0,3287.0,8.4,6.7,34.2,18.3,18.2,16.5,12.9,71.4,10.2,0.0,7.1,1.1,10.2,20.0,1554.0,63.4,18.0,18.5,0.1,0.7
16880,Webster,Donald Trump,NE,3697.0,1793.0,1904.0,4.3,92.3,0.1,0.0,1.4,0.0,2851.0,40256.0,3795.0,22385.0,1217.0,12.8,17.4,34.7,16.4,17.9,16.2,14.9,75.2,9.3,0.2,5.2,0.4,9.6,19.9,1689.0,66.5,16.9,15.7,0.8,4.7
16884,Hemphill,Donald Trump,TX,4115.0,2021.0,2094.0,33.0,64.0,1.0,0.4,0.3,0.0,2453.0,62813.0,4638.0,30082.0,4159.0,12.3,22.2,28.9,16.6,25.3,19.2,10.1,77.4,15.7,0.0,2.4,0.7,3.8,17.6,1812.0,71.1,16.4,12.5,0.0,3.7
